Zeit [h]	Variante 8.1 Raumlufttemperatur [C]	Variante 8.2 Raumlufttemperatur [C]	Variante 8.3 Raumlufttemperatur [C]	Variante 8.4.Raumlufttemperatur [C]
2112	40.621	38.0405	34.702	34.702
2113	40.6215	38.0415	34.6535	34.654
2114	40.6225	38.042	34.605	34.606
2115	40.623	38.0425	34.5575	34.558
2116	40.6235	38.0435	34.51	34.51
2117	40.6245	38.044	34.462	34.462
2118	40.625	38.0445	35.3395	34.533
2119	40.6255	38.0455	37.457	34.7795
2120	40.6265	38.046	39.617	35.0685
2121	40.627	38.0465	40.598	35.243
2122	40.6275	38.047	40.672	35.3175
2123	40.628	38.0475	40.154	35.316
2124	40.6285	38.0485	39.624	35.302
2125	40.6295	38.049	40.266	35.428
2126	40.63	38.0495	40.92	35.5655
2127	40.6305	38.0505	40.9935	35.6385
2128	40.6315	38.051	40.141	35.593
2129	40.632	38.0515	38.049	35.372
2130	40.6325	38.052	35.9145	35.108
2131	40.633	38.0525	34.9585	34.9585
2132	40.6335	38.0535	34.9095	34.9095
2133	40.6345	38.054	34.8605	34.8605
2134	40.635	38.0545	34.8115	34.8115
2135	40.6355	38.055	34.763	34.763
2136	40.636	38.0555	34.7145	34.7145
2137	40.6365	38.0565	34.666	34.666
2138	40.6375	38.057	34.618	34.618
2139	40.638	38.0575	34.57	34.57
2140	40.6385	38.058	34.522	34.522
2141	40.639	38.0585	34.4745	34.4745
2142	40.6395	38.0595	35.352	34.546
2143	40.6405	38.06	37.469	34.792
2144	40.641	38.0605	39.629	35.0805
2145	40.6415	38.061	40.61	35.2555
2146	40.642	38.0615	40.684	35.33
2147	40.6425	38.0625	40.166	35.328
2148	40.6435	38.063	39.636	35.314
2149	40.644	38.0635	40.278	35.44
2150	40.6445	38.064	40.9315	35.5775
2151	40.645	38.0645	41.005	35.6505
2152	40.6455	38.065	40.153	35.6045
2153	40.646	38.0655	38.061	35.3835
2154	40.6465	38.0665	35.9265	35.12
2155	40.6475	38.067	34.9705	34.9705
2156	40.648	38.0675	34.921	34.9215
2157	40.6485	38.068	34.872	34.8725
2158	40.649	38.0685	34.8235	34.8235
2159	40.6495	38.069	34.7745	34.7745
2160	40.65	38.0695	34.726	34.726
2161	40.6505	38.0705	34.6775	34.678
2162	40.651	38.071	34.629	34.63
2163	40.6515	38.0715	34.581	34.582
2164	40.6525	38.072	34.5335	34.534
2165	40.653	38.0725	34.486	34.486
2166	40.6535	38.073	35.3635	34.557
2167	40.654	38.0735	37.4805	34.803
2168	40.6545	38.074	39.64	35.092
2169	40.655	38.0745	40.621	35.267
2170	40.6555	38.075	40.695	35.341
2171	40.656	38.0755	40.177	35.339
2172	40.6565	38.0765	39.647	35.325
2173	40.657	38.077	40.289	35.451
2174	40.6575	38.0775	40.943	35.5885
2175	40.6585	38.078	41.0165	35.6615
2176	40.659	38.0785	40.164	35.6155
2177	40.6595	38.079	38.072	35.3945
2178	40.66	38.0795	35.9375	35.131
2179	40.6605	38.08	34.981	34.9815
2180	40.661	38.0805	34.9315	34.9325
2181	40.6615	38.081	34.8825	34.8835
2182	40.662	38.0815	34.834	34.8345
2183	40.6625	38.082	34.7855	34.7855
2184	40.663	38.0825	34.7365	34.737
2185	40.6635	38.083	34.688	34.6885
2186	40.664	38.0835	34.64	34.64
2187	40.6645	38.084	34.592	34.592
2188	40.665	38.0845	34.544	34.544
2189	40.6655	38.085	34.496	34.4965
2190	40.666	38.0855	35.3735	34.5675
2191	40.6665	38.086	37.491	34.8135
2192	40.667	38.0865	39.651	35.1025
2193	40.6675	38.087	40.632	35.277
2194	40.668	38.0875	40.706	35.351
2195	40.6685	38.088	40.1875	35.349
2196	40.669	38.0885	39.657	35.335
2197	40.6695	38.089	40.2995	35.461
2198	40.67	38.0895	40.9535	35.5985
2199	40.6705	38.09	41.0265	35.6715
2200	40.671	38.0905	40.174	35.6255
2201	40.6715	38.091	38.082	35.4045
2202	40.672	38.0915	35.9475	35.141
2203	40.6725	38.092	34.991	34.9915
2204	40.673	38.0925	34.9415	34.9425
2205	40.6735	38.093	34.8925	34.8935
2206	40.674	38.0935	34.8435	34.8445
2207	40.6745	38.094	34.795	34.7955
2208	40.675	38.0945	34.7465	34.7465
2209	40.6755	38.095	34.698	34.698
2210	40.676	38.0955	34.65	34.65
2211	40.6765	38.096	34.602	34.602
2212	40.677	38.0965	34.554	34.554
2213	40.677	38.097	34.506	34.506
2214	40.6775	38.0975	35.3835	34.577
2215	40.678	38.098	37.5005	34.8235
2216	40.6785	38.098	39.66	35.1125
2217	40.679	38.0985	40.641	35.287
2218	40.6795	38.099	40.715	35.361
2219	40.68	38.0995	40.197	35.359
2220	40.6805	38.1	39.667	35.345
2221	40.681	38.1005	40.309	35.4705
2222	40.6815	38.101	40.9625	35.608
2223	40.682	38.1015	41.0355	35.681
2224	40.682	38.102	40.1835	35.635
2225	40.6825	38.1025	38.0915	35.414
2226	40.683	38.103	35.9565	35.15
2227	40.6835	38.103	35.0005	35.0005
2228	40.684	38.1035	34.9515	34.9515
2229	40.6845	38.104	34.9025	34.9025
2230	40.685	38.1045	34.8535	34.8535
2231	40.6855	38.105	34.8045	34.8045
2232	40.686	38.1055	34.7555	34.756
2233	40.686	38.106	34.707	34.7075
2234	40.6865	38.1065	34.659	34.659
2235	40.687	38.107	34.611	34.611
2236	40.6875	38.107	34.563	34.563
2237	40.688	38.1075	34.515	34.515
2238	40.6885	38.108	35.3925	34.586
2239	40.689	38.1085	37.5095	34.832
2240	40.6895	38.109	39.669	35.1205
2241	40.69	38.1095	40.65	35.2955
2242	40.69	38.11	40.724	35.37
2243	40.6905	38.11	40.206	35.3675
2244	40.691	38.1105	39.676	35.353
2245	40.6915	38.111	40.318	35.479
2246	40.692	38.1115	40.9715	35.6165
2247	40.692	38.112	41.0445	35.6895
2248	40.6925	38.1125	40.192	35.644
2249	40.693	38.113	38.1	35.423
2250	40.6935	38.113	35.9655	35.159
2251	40.694	38.1135	35.009	35.0095
2252	40.6945	38.114	34.9595	34.96
2253	40.695	38.1145	34.9105	34.9105
2254	40.695	38.115	34.8615	34.8615
2255	40.6955	38.115	34.8125	34.813
2256	40.696	38.1155	34.764	34.7645
2257	40.6965	38.116	34.7155	34.716
2258	40.697	38.1165	34.667	34.6675
2259	40.697	38.117	34.619	34.619
2260	40.6975	38.117	34.571	34.571
2261	40.698	38.1175	34.523	34.5235
2262	40.6985	38.118	35.4005	34.5945
2263	40.699	38.1185	37.5175	34.8405
2264	40.699	38.119	39.677	35.1295
2265	40.6995	38.119	40.658	35.304
2266	40.7	38.1195	40.732	35.378
2267	40.7005	38.12	40.214	35.376
2268	40.701	38.1205	39.684	35.362
2269	40.701	38.121	40.326	35.4875
2270	40.7015	38.121	40.9795	35.6245
2271	40.702	38.1215	41.0525	35.6975
2272	40.7025	38.122	40.2	35.6515
2273	40.703	38.1225	38.108	35.4305
2274	40.703	38.123	35.9735	35.167
2275	40.7035	38.123	35.017	35.017
2276	40.704	38.1235	34.9675	34.9675
2277	40.704	38.124	34.9185	34.9185
2278	40.7045	38.124	34.8695	34.8695
2279	40.705	38.1245	34.8205	34.8205
2280	40.7055	38.125	34.772	34.772
2281	40.706	38.1255	34.7235	34.7235
2282	40.706	38.126	34.675	34.675
2283	40.7065	38.126	34.627	34.627
2284	40.707	38.1265	34.579	34.579
2285	40.707	38.127	34.531	34.531
2286	40.7075	38.127	35.4085	34.602
2287	40.708	38.1275	37.5255	34.848
2288	40.7085	38.128	39.685	35.1365
2289	40.709	38.1285	40.666	35.311
2290	40.709	38.129	40.74	35.385
2291	40.7095	38.129	40.2215	35.383
2292	40.71	38.1295	39.691	35.369
2293	40.71	38.13	40.333	35.495
2294	40.7105	38.13	40.9865	35.6325
2295	40.711	38.1305	41.0595	35.7055
2296	40.711	38.131	40.2075	35.6595
2297	40.7115	38.131	38.1155	35.438
2298	40.712	38.1315	35.9805	35.174
2299	40.712	38.132	35.0245	35.0245
2300	40.7125	38.132	34.975	34.975
2301	40.713	38.1325	34.9255	34.9255
2302	40.7135	38.133	34.8765	34.8765
2303	40.714	38.1335	34.8275	34.828
2304	40.714	38.134	34.779	34.7795
2305	40.7145	38.134	34.7305	34.731
2306	40.715	38.1345	34.682	34.6825
2307	40.715	38.135	34.634	34.634
2308	40.7155	38.135	34.586	34.586
2309	40.716	38.1355	34.538	34.538
2310	40.716	38.136	35.4155	34.609
2311	40.7165	38.136	37.5325	34.855
2312	40.717	38.1365	39.692	35.1435
2313	40.717	38.137	40.673	35.318
2314	40.7175	38.137	40.747	35.392
2315	40.718	38.1375	40.2285	35.39
2316	40.718	38.138	39.698	35.376
2317	40.7185	38.138	40.34	35.502
2318	40.719	38.1385	40.9935	35.6395
2319	40.719	38.139	41.0665	35.712
2320	40.7195	38.139	40.214	35.666
2321	40.72	38.1395	38.122	35.445
2322	40.72	38.14	35.9875	35.181
2323	40.7205	38.14	35.031	35.0315
2324	40.721	38.1405	34.9815	34.982
2325	40.721	38.141	34.9325	34.9325
2326	40.7215	38.141	34.8835	34.8835
2327	40.722	38.1415	34.8345	34.8345
2328	40.722	38.142	34.7855	34.786
2329	40.7225	38.142	34.737	34.7375
2330	40.723	38.142	34.689	34.689
2331	40.723	38.1425	34.641	34.641
2332	40.7235	38.143	34.593	34.593
2333	40.724	38.143	34.545	34.545
2334	40.724	38.1435	35.422	34.6155
2335	40.724	38.144	37.539	34.8615
2336	40.7245	38.144	39.6985	35.1505
2337	40.725	38.1445	40.679	35.325
2338	40.725	38.145	40.753	35.399
2339	40.7255	38.145	40.235	35.3965
2340	40.726	38.1455	39.705	35.382
2341	40.726	38.146	40.347	35.508
2342	40.7265	38.146	41.0005	35.6455
2343	40.727	38.1465	41.073	35.7185
2344	40.727	38.147	40.2205	35.6725
2345	40.7275	38.147	38.1285	35.451
2346	40.728	38.147	35.9935	35.187
2347	40.728	38.1475	35.0375	35.0375
2348	40.728	38.148	34.988	34.988
2349	40.7285	38.148	34.9385	34.9385
2350	40.729	38.1485	34.8895	34.8895
2351	40.729	38.149	34.8405	34.8405
2352	40.7295	38.149	34.792	34.792
2353	40.73	38.1495	34.7435	34.7435
2354	40.73	38.15	34.695	34.695
2355	40.7305	38.15	34.647	34.647
2356	40.731	38.15	34.599	34.599
2357	40.731	38.1505	34.551	34.551
2358	40.731	38.151	35.428	34.6215
2359	40.7315	38.151	37.545	34.8675
2360	40.732	38.1515	39.7045	35.1565
2361	40.732	38.152	40.685	35.331
2362	40.7325	38.152	40.759	35.405
2363	40.733	38.152	40.241	35.4025
2364	40.733	38.1525	39.711	35.388
2365	40.733	38.153	40.3525	35.514
2366	40.7335	38.153	41.0055	35.6515
2367	40.734	38.1535	41.0785	35.7245
2368	40.734	38.154	40.2265	35.6785
2369	40.7345	38.154	38.1345	35.457
2370	40.735	38.154	35.9995	35.193
2371	40.735	38.1545	35.043	35.0435
2372	40.735	38.155	34.9935	34.994
2373	40.7355	38.155	34.9445	34.9445
2374	40.736	38.1555	34.8955	34.8955
2375	40.736	38.156	34.8465	34.8465
2376	40.736	38.156	34.7975	34.798
2377	40.7365	38.156	34.749	34.7495
2378	40.737	38.1565	34.7005	34.701
2379	40.737	38.157	34.652	34.6525
2380	40.7375	38.157	34.604	34.604
2381	40.738	38.157	34.556	34.556
2382	40.738	38.1575	35.4335	34.627
2383	40.738	38.158	37.5505	34.873
2384	40.7385	38.158	39.71	35.1615
2385	40.739	38.1585	40.691	35.336
2386	40.739	38.159	40.765	35.41
2387	40.739	38.159	40.2465	35.408
2388	40.7395	38.159	39.716	35.394
2389	40.74	38.1595	40.358	35.5195
2390	40.74	38.16	41.0115	35.6565
2391	40.74	38.16	41.0845	35.7295
2392	40.7405	38.16	40.232	35.6835
2393	40.741	38.1605	38.1395	35.4625
2394	40.741	38.161	36.0045	35.1985
2395	40.7415	38.161	35.0485	35.0485
2396	40.742	38.161	34.999	34.9995
2397	40.742	38.1615	34.9495	34.95
2398	40.742	38.162	34.9005	34.9005
2399	40.7425	38.162	34.8515	34.8515
2400	40.743	38.162	34.803	34.803
2401	40.743	38.1625	34.7545	34.7545
2402	40.743	38.163	34.706	34.706
2403	40.7435	38.163	34.6575	34.658
2404	40.744	38.163	34.609	34.61
2405	40.744	38.1635	34.561	34.562
2406	40.744	38.164	35.4385	34.6325
2407	40.7445	38.164	37.5555	34.8785
2408	40.745	38.164	39.715	35.167
2409	40.745	38.1645	40.696	35.341
2410	40.745	38.165	40.77	35.415
2411	40.7455	38.165	40.2515	35.413
2412	40.746	38.165	39.721	35.399
2413	40.746	38.1655	40.363	35.5245
2414	40.746	38.166	41.0165	35.6615
2415	40.746	38.166	41.0895	35.7345
2416	40.7465	38.166	40.237	35.6885
2417	40.747	38.1665	38.1445	35.4675
2418	40.747	38.167	36.0095	35.2035
2419	40.747	38.167	35.0535	35.0535
2420	40.7475	38.167	35.004	35.004
2421	40.748	38.1675	34.9545	34.9545
2422	40.748	38.168	34.9055	34.9055
2423	40.748	38.168	34.8565	34.8565
2424	40.7485	38.168	34.8075	34.808
2425	40.749	38.168	34.759	34.7595
2426	40.749	38.1685	34.7105	34.711
2427	40.749	38.169	34.662	34.6625
2428	40.7495	38.169	34.614	34.614
2429	40.75	38.169	34.566	34.566
2430	40.75	38.1695	35.4435	34.637
2431	40.75	38.17	37.5605	34.883
2432	40.75	38.17	39.72	35.1715
2433	40.7505	38.17	40.701	35.346
2434	40.751	38.1705	40.7745	35.42
2435	40.751	38.171	40.256	35.418
2436	40.751	38.171	39.726	35.4035
2437	40.7515	38.171	40.368	35.529
2438	40.752	38.171	41.0215	35.6665
2439	40.752	38.1715	41.094	35.7395
2440	40.752	38.172	40.2415	35.6935
2441	40.752	38.172	38.1495	35.472
2442	40.7525	38.172	36.0145	35.208
2443	40.753	38.1725	35.058	35.058
2444	40.753	38.173	35.0085	35.0085
2445	40.753	38.173	34.9595	34.9595
2446	40.7535	38.173	34.9105	34.9105
2447	40.754	38.173	34.8615	34.8615
2448	40.754	38.1735	34.8125	34.8125
2449	40.754	38.174	34.7635	34.764
2450	40.754	38.174	34.715	34.7155
2451	40.7545	38.174	34.667	34.667
2452	40.755	38.174	34.619	34.619
2453	40.755	38.1745	34.571	34.571
2454	40.755	38.175	35.448	34.6415
2455	40.7555	38.175	37.5645	34.8875
2456	40.756	38.175	39.724	35.176
2457	40.756	38.1755	40.705	35.35
2458	40.756	38.176	40.779	35.424
2459	40.756	38.176	40.2605	35.422
2460	40.7565	38.176	39.73	35.408
2461	40.757	38.176	40.372	35.5335
2462	40.757	38.1765	41.0255	35.6705
2463	40.757	38.177	41.0985	35.7435
2464	40.757	38.177	40.246	35.6975
2465	40.7575	38.177	38.1535	35.476
2466	40.758	38.177	36.0185	35.212
2467	40.758	38.1775	35.062	35.0625
2468	40.758	38.178	35.0125	35.013
2469	40.758	38.178	34.9635	34.9635
2470	40.7585	38.178	34.9145	34.9145
2471	40.759	38.178	34.8655	34.8655
2472	40.759	38.1785	34.8165	34.8165
2473	40.759	38.179	34.7675	34.768
2474	40.759	38.179	34.719	34.7195
2475	40.7595	38.179	34.671	34.671
2476	40.76	38.179	34.623	34.623
2477	40.76	38.1795	34.575	34.575
2478	40.76	38.18	35.452	34.6455
2479	40.76	38.18	37.5685	34.8915
2480	40.7605	38.18	39.728	35.1805
2481	40.761	38.18	40.709	35.3545
2482	40.761	38.1805	40.783	35.428
2483	40.761	38.181	40.2645	35.426
2484	40.761	38.181	39.734	35.412
2485	40.7615	38.181	40.376	35.5375
2486	40.762	38.181	41.0295	35.6745
2487	40.762	38.1815	41.102	35.7475
2488	40.762	38.182	40.2495	35.7015
2489	40.762	38.182	38.1575	35.48
2490	40.762	38.182	36.0225	35.216
2491	40.7625	38.182	35.066	35.066
2492	40.763	38.182	35.0165	35.0165
2493	40.763	38.1825	34.9675	34.9675
2494	40.763	38.183	34.9185	34.9185
2495	40.763	38.183	34.8695	34.8695
2496	40.7635	38.183	34.8205	34.8205
2497	40.764	38.183	34.7715	34.7715
2498	40.764	38.1835	34.723	34.723
2499	40.764	38.184	34.675	34.675
2500	40.764	38.184	34.6265	34.627
2501	40.7645	38.184	34.578	34.579
2502	40.765	38.184	35.4555	34.6495
2503	40.765	38.184	37.5725	34.895
2504	40.765	38.1845	39.732	35.1835
2505	40.765	38.185	40.713	35.358
2506	40.765	38.185	40.787	35.432
2507	40.7655	38.185	40.2685	35.43
2508	40.766	38.185	39.738	35.4155
2509	40.766	38.1855	40.3795	35.541
2510	40.766	38.186	41.0325	35.6785
2511	40.766	38.186	41.1055	35.7515
2512	40.766	38.186	40.253	35.7055
2513	40.7665	38.186	38.161	35.484
2514	40.767	38.186	36.026	35.22
2515	40.767	38.1865	35.0695	35.07
2516	40.767	38.187	35.02	35.0205
2517	40.767	38.187	34.9705	34.971
2518	40.7675	38.187	34.9215	34.9215
2519	40.768	38.187	34.8725	34.8725
2520	40.768	38.187	34.8235	34.824
2521	40.768	38.1875	34.775	34.7755
2522	40.768	38.188	34.7265	34.727
2523	40.768	38.188	34.678	34.6785
2524	40.7685	38.188	34.63	34.63
2525	40.769	38.188	34.582	34.582
2526	40.769	38.188	35.459	34.653
2527	40.769	38.1885	37.576	34.899
2528	40.769	38.189	39.7355	35.1875
2529	40.769	38.189	40.716	35.362
2530	40.7695	38.189	40.79	35.4355
2531	40.77	38.189	40.2715	35.433
2532	40.77	38.189	39.741	35.419
2533	40.77	38.1895	40.383	35.5445
2534	40.77	38.19	41.0365	35.6815
2535	40.77	38.19	41.109	35.7545
2536	40.7705	38.19	40.2565	35.7085
2537	40.771	38.19	38.1645	35.487
2538	40.771	38.19	36.0295	35.223
2539	40.771	38.1905	35.073	35.073
2540	40.771	38.191	35.0235	35.0235
2541	40.771	38.191	34.974	34.9745
2542	40.771	38.191	34.9245	34.9255
2543	40.7715	38.191	34.8755	34.8765
2544	40.772	38.191	34.827	34.8275
2545	40.772	38.1915	34.7785	34.7785
2546	40.772	38.192	34.73	34.73
2547	40.772	38.192	34.6815	34.6815
2548	40.772	38.192	34.633	34.633
2549	40.7725	38.192	34.585	34.585
2550	40.773	38.192	35.4625	34.656
2551	40.773	38.1925	37.5795	34.902
2552	40.773	38.193	39.7385	35.1905
2553	40.773	38.193	40.719	35.365
2554	40.773	38.193	40.793	35.439
2555	40.773	38.193	40.2745	35.4365
2556	40.7735	38.193	39.744	35.422
2557	40.774	38.193	40.386	35.5475
2558	40.774	38.1935	41.0395	35.6845
2559	40.774	38.194	41.1125	35.7575
2560	40.774	38.194	40.26	35.7115
2561	40.774	38.194	38.1675	35.49
2562	40.7745	38.194	36.0325	35.226
2563	40.775	38.194	35.076	35.076
2564	40.775	38.194	35.0265	35.0265
2565	40.775	38.1945	34.9775	34.9775
2566	40.775	38.195	34.928	34.9285
2567	40.775	38.195	34.8785	34.8795
2568	40.775	38.195	34.83	34.8305
2569	40.7755	38.195	34.7815	34.7815
2570	40.776	38.195	34.733	34.733
2571	40.776	38.195	34.6845	34.6845
2572	40.776	38.1955	34.636	34.636
2573	40.776	38.196	34.588	34.588
2574	40.776	38.196	35.4655	34.659
2575	40.776	38.196	37.5825	34.905
2576	40.7765	38.196	39.7415	35.1935
2577	40.777	38.196	40.722	35.368
2578	40.777	38.196	40.796	35.4415
2579	40.777	38.1965	40.2775	35.439
2580	40.777	38.197	39.747	35.425
2581	40.777	38.197	40.389	35.5505
2582	40.777	38.197	41.0425	35.6875
2583	40.7775	38.197	41.115	35.7605
2584	40.778	38.197	40.2625	35.7145
2585	40.778	38.197	38.1705	35.493
2586	40.778	38.1975	36.0355	35.229
2587	40.778	38.198	35.079	35.079
2588	40.778	38.198	35.0295	35.0295
2589	40.778	38.198	34.98	34.9805
2590	40.7785	38.198	34.9305	34.931
2591	40.779	38.198	34.8815	34.8815
2592	40.779	38.198	34.8325	34.833
2593	40.779	38.1985	34.784	34.7845
2594	40.779	38.199	34.7355	34.736
2595	40.779	38.199	34.687	34.6875
2596	40.779	38.199	34.639	34.639
2597	40.779	38.199	34.591	34.591
2598	40.7795	38.199	35.468	34.662
2599	40.78	38.199	37.5845	34.908
2600	40.78	38.199	39.744	35.1965
2601	40.78	38.1995	40.725	35.3705
2602	40.78	38.2	40.799	35.444
2603	40.78	38.2	40.2805	35.442
2604	40.78	38.2	39.75	35.4275
2605	40.78	38.2	40.392	35.553
2606	40.7805	38.2	41.045	35.6905
2607	40.781	38.2	41.1175	35.7635
2608	40.781	38.2005	40.265	35.7175
2609	40.781	38.201	38.173	35.496
2610	40.781	38.201	36.038	35.232
2611	40.781	38.201	35.0815	35.082
2612	40.781	38.201	35.032	35.032
2613	40.7815	38.201	34.9825	34.9825
2614	40.782	38.201	34.9335	34.9335
2615	40.782	38.201	34.8845	34.8845
2616	40.782	38.2015	34.8355	34.8355
2617	40.782	38.202	34.7865	34.787
2618	40.782	38.202	34.738	34.7385
2619	40.782	38.202	34.69	34.69
2620	40.782	38.202	34.6415	34.642
2621	40.7825	38.202	34.593	34.594
2622	40.783	38.202	35.4705	34.6645
2623	40.783	38.202	37.5875	34.91
2624	40.783	38.202	39.747	35.1985
2625	40.783	38.2025	40.728	35.373
2626	40.783	38.203	40.8015	35.447
2627	40.783	38.203	40.283	35.4445
2628	40.783	38.203	39.7525	35.43
2629	40.783	38.203	40.394	35.5555
2630	40.7835	38.203	41.0475	35.6925
2631	40.784	38.203	41.1205	35.7655
2632	40.784	38.203	40.268	35.7195
2633	40.784	38.2035	38.1755	35.498
2634	40.784	38.204	36.0405	35.234
2635	40.784	38.204	35.084	35.084
2636	40.784	38.204	35.0345	35.0345
2637	40.784	38.204	34.985	34.9855
2638	40.7845	38.204	34.9355	34.936
2639	40.785	38.204	34.8865	34.8865
2640	40.785	38.204	34.8375	34.838
2641	40.785	38.204	34.789	34.7895
2642	40.785	38.2045	34.7405	34.7405
2643	40.785	38.205	34.692	34.692
2644	40.785	38.205	34.644	34.644
2645	40.785	38.205	34.596	34.596
2646	40.785	38.205	35.473	34.6665
2647	40.7855	38.205	37.5895	34.9125
2648	40.786	38.205	39.749	35.201
2649	40.786	38.205	40.73	35.375
2650	40.786	38.2055	40.804	35.449
2651	40.786	38.206	40.2855	35.447
2652	40.786	38.206	39.755	35.4325
2653	40.786	38.206	40.3965	35.558
2654	40.786	38.206	41.0495	35.6955
2655	40.786	38.206	41.1225	35.768
2656	40.7865	38.206	40.27	35.7215
2657	40.787	38.206	38.1775	35.5005
2658	40.787	38.206	36.0425	35.2365
2659	40.787	38.206	35.086	35.0865
2660	40.787	38.2065	35.0365	35.037
2661	40.787	38.207	34.9875	34.9875
2662	40.787	38.207	34.938	34.9385
2663	40.787	38.207	34.8885	34.8895
2664	40.787	38.207	34.84	34.8405
2665	40.7875	38.207	34.7915	34.7915
2666	40.788	38.207	34.7425	34.743
2667	40.788	38.207	34.694	34.6945
2668	40.788	38.207	34.646	34.646
2669	40.788	38.2075	34.598	34.598
2670	40.788	38.208	35.475	34.669
2671	40.788	38.208	37.5915	34.915
2672	40.788	38.208	39.751	35.203
2673	40.788	38.208	40.732	35.377
2674	40.788	38.208	40.806	35.451
2675	40.7885	38.208	40.2875	35.449
2676	40.789	38.208	39.757	35.4345
2677	40.789	38.208	40.3985	35.56
2678	40.789	38.208	41.0515	35.6975
2679	40.789	38.2085	41.1245	35.77
2680	40.789	38.209	40.272	35.7235
2681	40.789	38.209	38.1795	35.5025
2682	40.789	38.209	36.0445	35.2385
2683	40.789	38.209	35.088	35.0885
2684	40.789	38.209	35.0385	35.039
2685	40.7895	38.209	34.9895	34.9895
2686	40.79	38.209	34.94	34.9405
2687	40.79	38.209	34.891	34.8915
2688	40.79	38.209	34.8425	34.8425
2689	40.79	38.2095	34.7935	34.7935
2690	40.79	38.21	34.7445	34.745
2691	40.79	38.21	34.696	34.6965
2692	40.79	38.21	34.648	34.648
2693	40.79	38.21	34.6	34.6
2694	40.79	38.21	35.477	34.671
2695	40.7905	38.21	37.5935	34.917
2696	40.791	38.21	39.753	35.205
2697	40.791	38.21	40.734	35.379
2698	40.791	38.21	40.808	35.453
2699	40.791	38.2105	40.2895	35.451
2700	40.791	38.211	39.759	35.4365
2701	40.791	38.211	40.4005	35.562
2702	40.791	38.211	41.0535	35.6995
2703	40.791	38.211	41.1265	35.772
2704	40.791	38.211	40.274	35.7255
2705	40.791	38.211	38.1815	35.5045
2706	40.7915	38.211	36.0465	35.2405
2707	40.792	38.211	35.09	35.0905
2708	40.792	38.211	35.0405	35.041
2709	40.792	38.211	34.9915	34.9915
2710	40.792	38.2115	34.942	34.9425
2711	40.792	38.212	34.8925	34.8935
2712	40.792	38.212	34.844	34.8445
2713	40.792	38.212	34.7955	34.7955
2714	40.792	38.212	34.7465	34.747
2715	40.792	38.212	34.698	34.6985
2716	40.792	38.212	34.65	34.65
2717	40.7925	38.212	34.602	34.602
2718	40.793	38.212	35.479	34.6725
2719	40.793	38.212	37.5955	34.9185
2720	40.793	38.212	39.755	35.207
2721	40.793	38.2125	40.736	35.381
2722	40.793	38.213	40.8095	35.455
2723	40.793	38.213	40.291	35.4525
2724	40.793	38.213	39.7605	35.438
2725	40.793	38.213	40.402	35.564
2726	40.793	38.213	41.0555	35.701
2727	40.793	38.213	41.1285	35.7735
2728	40.7935	38.213	40.276	35.7275
2729	40.794	38.213	38.1835	35.506
2730	40.794	38.213	36.0485	35.242
2731	40.794	38.213	35.092	35.092
2732	40.794	38.213	35.0425	35.0425
2733	40.794	38.2135	34.993	34.9935
2734	40.794	38.214	34.9435	34.944
2735	40.794	38.214	34.8945	34.8945
2736	40.794	38.214	34.8455	34.8455
2737	40.794	38.214	34.797	34.797
2738	40.794	38.214	34.7485	34.7485
2739	40.794	38.214	34.7	34.7
2740	40.7945	38.214	34.652	34.652
2741	40.795	38.214	34.6035	34.604
2742	40.795	38.214	35.4805	34.6745
2743	40.795	38.214	37.5975	34.92
2744	40.795	38.214	39.757	35.2085
2745	40.795	38.2145	40.7375	35.383
2746	40.795	38.215	40.811	35.457
2747	40.795	38.215	40.2925	35.4545
2748	40.795	38.215	39.762	35.44
2749	40.795	38.215	40.404	35.5655
2750	40.795	38.215	41.0575	35.7025
2751	40.795	38.215	41.13	35.7755
2752	40.7955	38.215	40.277	35.7295
2753	40.796	38.215	38.185	35.508
2754	40.796	38.215	36.05	35.244
2755	40.796	38.215	35.0935	35.094
2756	40.796	38.215	35.044	35.044
2757	40.796	38.2155	34.9945	34.9945
2758	40.796	38.216	34.9455	34.9455
2759	40.796	38.216	34.8965	34.8965
2760	40.796	38.216	34.8475	34.8475
2761	40.796	38.216	34.7985	34.7985
2762	40.796	38.216	34.75	34.75
2763	40.796	38.216	34.7015	34.702
2764	40.796	38.216	34.653	34.6535
2765	40.7965	38.216	34.605	34.605
2766	40.797	38.216	35.482	34.676
2767	40.797	38.216	37.599	34.922
2768	40.797	38.216	39.7585	35.2105
2769	40.797	38.216	40.739	35.3845
2770	40.797	38.2165	40.813	35.458
2771	40.797	38.217	40.2945	35.456
2772	40.797	38.217	39.764	35.4415
2773	40.797	38.217	40.4055	35.567
2774	40.797	38.217	41.0585	35.7045
2775	40.797	38.217	41.1315	35.777
2776	40.797	38.217	40.279	35.7305
2777	40.797	38.217	38.1865	35.509
2778	40.797	38.217	36.0515	35.245
2779	40.7975	38.217	35.095	35.095
2780	40.798	38.217	35.0455	35.0455
2781	40.798	38.217	34.996	34.9965
2782	40.798	38.217	34.9465	34.947
2783	40.798	38.217	34.8975	34.8975
2784	40.798	38.2175	34.8485	34.849
2785	40.798	38.218	34.8	34.8005
2786	40.798	38.218	34.7515	34.7515
2787	40.798	38.218	34.703	34.703
2788	40.798	38.218	34.655	34.655
2789	40.798	38.218	34.607	34.607
